transaction_id,account_id,merchant_id,card_id,transaction_timestamp,transaction_type,transaction_channel,transaction_status,amount,currency,reference_number,narration,location_city,location_state,is_international,created_at,updated_at,source_system
TR00465952,ACC00007750,MER00001114,CD00008123,2020-01-17 19:33:39,POS Purchase,POS,Success,36783.95,INR,TXNUTR202608030258831475,POS Purchase at Royal Hayre Cafe,PURBI CHAMPARAN,BIHAR,No,2026-08-03 12:22:49.591662,,Enterprise System
TR00465953,ACC00007744,MER00001149,,2025-11-07 13:40:57,Online Payment,UPI,Success,10448.76,INR,TXNUTR202608038349188135,Online Payment to Sai Subramanian Gas Services,UNNAO,UTTAR PRADESH,No,2026-08-03 12:22:49.591662,,Enterprise System
TR00465954,ACC00007705,MER00001119,CD00008070,2017-10-14 14:54:02,Bill Payment,Mobile Banking,Success,61477.94,INR,TXNUTR202608037386936646,Bill Payment - Modern Kala Marketplace,CHHOTAUDEPUR,GUJARAT,No,2026-08-03 12:22:49.591662,,Enterprise System
TR00465955,ACC00007745,,CD00008117,2024-05-31 22:26:38,Credit,UPI,Success,3026.8,INR,TXNUTR202608035504241700,Funds Credited,TIRUNELVELI,TAMIL NADU,No,2026-08-03 12:22:49.592654,,Enterprise System
TR00465956,ACC00007744,,,2025-11-30 11:50:36,Credit,Branch,Success,24529.95,INR,TXNUTR202608034017676520,Funds Credited,TIRUNELVELI,TAMIL NADU,No,2026-08-03 12:22:49.592654,,Enterprise System
TR00465957,ACC00007703,,,2023-06-16 18:06:47,Debit,UPI,Success,18075.45,INR,TXNUTR202608038415442256,Funds Debited,RAE BARELI,UTTAR PRADESH,No,2026-08-03 12:22:49.592654,,Enterprise System
TR00465958,ACC00007732,,CD00008102,2015-08-02 17:30:26,Debit,Online Banking,Success,32889.86,INR,TXNUTR202608034859618476,Funds Debited,KUSHI NAGAR,UTTAR PRADESH,No,2026-08-03 12:22:49.592654,,Enterprise System
TR00465959,ACC00007743,,CD00008116,2016-07-27 21:40:58,Credit,IMPS,Success,317634.74,INR,TXNUTR202608032719148676,Funds Credited,KUSHI NAGAR,UTTAR PRADESH,No,2026-08-03 12:22:49.592654,,Enterprise System
TR00465960,ACC00007739,,CD00008112,2024-10-28 13:27:53,Debit,UPI,Success,11018.03,INR,TXNUTR202608033394629153,Funds Debited,TIRUNELVELI,TAMIL NADU,No,2026-08-03 12:22:49.592654,,Enterprise System
TR00465961,ACC00007739,,CD00008112,2024-09-14 10:19:53,Transfer,RTGS,Success,1975536.19,INR,TXNUTR202608038329747184,RTGS Transfer,TIRUNELVELI,TAMIL NADU,No,2026-08-03 12:22:49.593674,,Enterprise System
TR00465962,ACC00007735,,CD00008106,2023-11-27 06:47:47,Debit,POS,Success,53660.48,INR,TXNUTR202608036760502944,Funds Debited,VIKARABAD,TELANGANA,No,2026-08-03 12:22:49.593674,,Enterprise System
TR00465963,ACC00007755,,CD00008127,2025-09-24 23:37:31,Credit,UPI,Failed,22136.8,INR,TXNUTR202608033618180084,Funds Credited,TIRUNELVELI,TAMIL NADU,No,2026-08-03 12:22:49.593674,,Enterprise System
TR00465964,ACC00007706,,CD00008072,2025-06-21 07:57:53,Deposit,Cheque,Success,628109.64,INR,TXNUTR202608034102146325,Cash Deposit,KUSHI NAGAR,UTTAR PRADESH,No,2026-08-03 12:22:49.593674,,Enterprise System
TR00465965,ACC00007749,,CD00008122,2026-07-21 05:54:59,Deposit,Branch,Success,371447.02,INR,TXNUTR202608037693665918,Cash Deposit,IDUKKI,KERALA,No,2026-08-03 12:22:49.593674,,Enterprise System
TR00465966,ACC00007717,,CD00008083,2026-02-06 23:30:18,Credit,RTGS,Success,1503019.75,INR,TXNUTR202608036623368233,Funds Credited,SALEM,TAMIL NADU,No,2026-08-03 12:22:49.594659,,Enterprise System
TR00465967,ACC00007733,,CD00008104,2025-01-16 16:42:21,Credit,RTGS,Success,1180357.25,INR,TXNUTR202608035522417322,Funds Credited,KUSHI NAGAR,UTTAR PRADESH,No,2026-08-03 12:22:49.594659,,Enterprise System
TR00465968,ACC00007714,,,2026-07-12 10:06:44,Credit,NEFT,Success,36641.93,INR,TXNUTR202608034498309570,Funds Credited,SALEM,TAMIL NADU,No,2026-08-03 12:22:49.594659,,Enterprise System
TR00465969,ACC00007722,,,2019-03-22 15:49:31,Credit,UPI,Success,3081.79,INR,TXNUTR202608036405617609,Funds Credited,DINDIGUL,TAMIL NADU,No,2026-08-03 12:22:49.594659,,Enterprise System
TR00465970,ACC00007722,,,2025-09-25 08:17:42,Withdrawal,ATM,Success,17089.54,INR,TXNUTR202608033046562603,Cash Withdrawal,Ranipet,TAMIL NADU,No,2026-08-03 12:22:49.595653,,Enterprise System
TR00465971,ACC00007711,MER00001123,,2018-02-03 05:41:52,POS Purchase,POS,Success,54026.61,INR,TXNUTR202608034289491879,POS Purchase at New Patel Multiplex,RANGA REDDY,TELANGANA,Yes,2026-08-03 12:22:49.595653,,Enterprise System
TR00465972,ACC00007715,MER00001106,CD00008080,2016-05-23 08:34:06,POS Purchase,POS,Success,26856.9,INR,TXNUTR202608039026887984,POS Purchase at Modern Bir Store,AYODHYA,UTTAR PRADESH,Yes,2026-08-03 12:22:49.595653,,Enterprise System
TR00465973,ACC00007760,MER00001127,,2024-03-04 21:39:02,Online Payment,UPI,Success,668.5,INR,TXNUTR202608035050069142,Online Payment to Modern Chaudhari Store,PUNE,MAHARASHTRA,No,2026-08-03 12:22:49.596650,,Enterprise System
TR00465974,ACC00007753,,CD00008126,2012-12-11 14:35:15,Debit,POS,Failed,18377.04,INR,TXNUTR202608030520741868,Funds Debited,SALEM,TAMIL NADU,No,2026-08-03 12:22:49.596650,,Enterprise System
TR00465975,ACC00007761,MER00001120,CD00008132,2020-03-10 16:55:47,Online Payment,UPI,Success,18038.35,INR,TXNUTR202608039348259543,Online Payment to Shree Gole Fashion,PATHANKOT,PUNJAB,No,2026-08-03 12:22:49.596650,,Enterprise System
TR00465976,ACC00007704,,CD00008068,2025-02-21 14:13:16,Transfer,Mobile Banking,Success,57460.8,INR,TXNUTR202608033077571331,Mobile Banking Transfer,UDALGURI,ASSAM,No,2026-08-03 12:22:49.596650,,Enterprise System
TR00465977,ACC00007738,,CD00008110,2023-06-08 22:16:46,Credit,UPI,Success,7766.46,INR,TXNUTR202608036057737370,Funds Credited,SALEM,TAMIL NADU,No,2026-08-03 12:22:49.596650,,Enterprise System
TR00465978,ACC00007737,,CD00008109,2011-02-05 06:44:45,Debit,Online Banking,Success,2488.63,INR,TXNUTR202608039774234191,Funds Debited,KUSHI NAGAR,UTTAR PRADESH,No,2026-08-03 12:22:49.596650,,Enterprise System
TR00465979,ACC00007714,,,2026-05-29 21:45:43,Transfer,Online Banking,Success,58389.41,INR,TXNUTR202608039975027700,Online Banking Transfer,SALEM,TAMIL NADU,No,2026-08-03 12:22:49.596650,,Enterprise System
TR00465980,ACC00007710,,CD00008076,2022-04-18 00:24:59,Debit,Online Banking,Success,66997.78,INR,TXNUTR202608033393573441,Funds Debited,KUSHI NAGAR,UTTAR PRADESH,No,2026-08-03 12:22:49.596650,,Enterprise System
TR00465981,ACC00007744,MER00001148,,2026-03-03 18:07:32,POS Purchase,POS,Success,32984.5,INR,TXNUTR202608035427617441,POS Purchase at Sai Bhandari Multiplex,PUNE,MAHARASHTRA,No,2026-08-03 12:22:49.596650,,Enterprise System
TR00465982,ACC00007769,,,2016-05-19 02:21:39,Debit,Mobile Banking,Success,32196.32,INR,TXNUTR202608038806711351,Funds Debited,AYODHYA,UTTAR PRADESH,No,2026-08-03 12:22:49.598258,,Enterprise System
TR00465983,ACC00007747,,CD00008120,2009-12-19 02:18:51,Deposit,Cheque,Success,409530.73,INR,TXNUTR202608031101645861,Cash Deposit,SALEM,TAMIL NADU,No,2026-08-03 12:22:49.598258,,Enterprise System
TR00465984,ACC00007739,,CD00008112,2024-11-04 08:12:40,Withdrawal,ATM,Success,18565.66,INR,TXNUTR202608037972530385,Cash Withdrawal,TIRUNELVELI,TAMIL NADU,No,2026-08-03 12:22:49.598258,,Enterprise System
TR00465985,ACC00007766,,CD00008139,2025-03-21 01:11:39,Credit,IMPS,Success,265108.91,INR,TXNUTR202608030149393837,Funds Credited,Amethi,UTTAR PRADESH,No,2026-08-03 12:22:49.599363,,Enterprise System
TR00465986,ACC00007717,MER00001126,CD00008084,2026-03-21 12:55:58,POS Purchase,POS,Success,70689.82,INR,TXNUTR202608034717881638,POS Purchase at Modern Acharya Cafe,Y.S.R.,ANDHRA PRADESH,No,2026-08-03 12:22:49.599363,,Enterprise System
TR00465987,ACC00007768,,CD00008141,2016-06-10 13:10:57,Debit,UPI,Success,13399.77,INR,TXNUTR202608036125394419,Funds Debited,UDALGURI,ASSAM,No,2026-08-03 12:22:49.599363,,Enterprise System
TR00465988,ACC00007761,MER00001126,CD00008132,2020-06-28 14:50:57,POS Purchase,POS,Success,10137.67,INR,TXNUTR202608038794525358,POS Purchase at Modern Acharya Cafe,Y.S.R.,ANDHRA PRADESH,No,2026-08-03 12:22:49.599957,,Enterprise System
TR00465989,ACC00007745,,CD00008117,2024-10-23 18:24:58,Debit,ATM,Success,15457.51,INR,TXNUTR202608034548757188,Funds Debited,TIRUNELVELI,TAMIL NADU,No,2026-08-03 12:22:49.599957,,Enterprise System
TR00465990,ACC00007749,MER00001106,CD00008122,2026-06-20 07:41:18,POS Purchase,POS,Success,27634.89,INR,TXNUTR202608032052744393,POS Purchase at Modern Bir Store,AYODHYA,UTTAR PRADESH,No,2026-08-03 12:22:49.599957,,Enterprise System
TR00465991,ACC00007758,,CD00008130,2024-05-30 06:07:56,Debit,UPI,Success,17792.99,INR,TXNUTR202608032642027334,Funds Debited,KUSHI NAGAR,UTTAR PRADESH,No,2026-08-03 12:22:49.599957,,Enterprise System
TR00465992,ACC00007703,,,2026-03-16 15:35:45,Withdrawal,ATM,Success,12612.56,INR,TXNUTR202608036297774906,Cash Withdrawal,UDALGURI,ASSAM,No,2026-08-03 12:22:49.599957,,Enterprise System
TR00465993,ACC00007741,,CD00008114,2015-07-30 15:36:07,Withdrawal,Branch,Success,91131.3,INR,TXNUTR202608033092491666,Cash Withdrawal,TIRUNELVELI,TAMIL NADU,No,2026-08-03 12:22:49.599957,,Enterprise System
TR00465994,ACC00007726,,CD00008095,2022-12-21 09:14:43,Debit,UPI,Failed,13774.13,INR,TXNUTR202608037208971811,Funds Debited,UDALGURI,ASSAM,No,2026-08-03 12:22:49.599957,,Enterprise System
TR00465995,ACC00007730,,CD00008099,2025-04-18 19:47:52,Credit,Branch,Success,1204.13,INR,TXNUTR202608032200699348,Funds Credited,KUSHI NAGAR,UTTAR PRADESH,No,2026-08-03 12:22:49.601060,,Enterprise System
TR00465996,ACC00007719,,CD00008087,2014-09-18 21:10:22,Debit,Mobile Banking,Success,8088.19,INR,TXNUTR202608033903617891,Funds Debited,NAINITAL,UTTARAKHAND,No,2026-08-03 12:22:49.601060,,Enterprise System
TR00465997,ACC00007761,,CD00008133,2020-09-03 20:18:52,Debit,Mobile Banking,Success,66355.03,INR,TXNUTR202608033507414095,Funds Debited,VIKARABAD,TELANGANA,No,2026-08-03 12:22:49.601060,,Enterprise System
TR00465998,ACC00007753,MER00001149,CD00008126,2015-09-27 22:26:47,POS Purchase,POS,Success,72881.69,INR,TXNUTR202608033023247982,POS Purchase at Sai Subramanian Gas Services,UNNAO,UTTAR PRADESH,No,2026-08-03 12:22:49.602050,,Enterprise System
TR00465999,ACC00007709,,CD00008075,2019-09-29 07:38:51,Transfer,Online Banking,Success,78828.2,INR,TXNUTR202608038247398194,Online Banking Transfer,UDALGURI,ASSAM,No,2026-08-03 12:22:49.602050,,Enterprise System
TR00466000,ACC00007730,MER00001134,CD00008099,2017-09-13 05:26:39,Bill Payment,Auto Debit,Failed,56697.15,INR,TXNUTR202608037915914452,Bill Payment - Shree Kakar Academy,ANAND,GUJARAT,No,2026-08-03 12:22:49.602315,,Enterprise System
TR00466001,ACC00007733,,CD00008104,2023-06-07 10:05:21,Credit,NEFT,Success,486458.9,INR,TXNUTR202608039362482705,Funds Credited,KUSHI NAGAR,UTTAR PRADESH,No,2026-08-03 12:22:49.602315,,Enterprise System
TR00466002,ACC00007712,,CD00008077,2023-03-03 22:08:32,Debit,Mobile Banking,Success,79499.99,INR,TXNUTR202608035239639903,Funds Debited,VIKARABAD,TELANGANA,Yes,2026-08-03 12:22:49.602315,,Enterprise System
TR00466003,ACC00007738,MER00001124,CD00008110,2018-11-22 03:41:47,Bill Payment,UPI,Success,13117.26,INR,TXNUTR202608036170688583,Bill Payment - Shree Banerjee Dhaba,RATNAGIRI,MAHARASHTRA,No,2026-08-03 12:22:49.602315,,Enterprise System
TR00466004,ACC00007707,MER00001141,CD00008073,2025-07-21 00:53:50,POS Purchase,POS,Success,16144.13,INR,TXNUTR202608034524790354,POS Purchase at Shree Balan Mart,HISAR,HARYANA,No,2026-08-03 12:22:49.603416,,Enterprise System
TR00466005,ACC00007759,,CD00008131,2022-11-25 19:01:41,Debit,ATM,Success,17829.37,INR,TXNUTR202608039329094960,Funds Debited,VIKARABAD,TELANGANA,No,2026-08-03 12:22:49.603416,,Enterprise System
TR00466006,ACC00007704,,CD00008068,2026-02-13 21:14:25,Deposit,Cheque,Success,899490.36,INR,TXNUTR202608031628292468,Cash Deposit,UDALGURI,ASSAM,No,2026-08-03 12:22:49.603416,,Enterprise System
TR00466007,ACC00007737,,CD00008109,2023-09-26 08:37:22,Deposit,Branch,Success,83235.69,INR,TXNUTR202608032789324748,Cash Deposit,KUSHI NAGAR,UTTAR PRADESH,No,2026-08-03 12:22:49.603416,,Enterprise System
TR00466008,ACC00007715,,CD00008080,2026-04-21 22:57:03,Credit,UPI,Success,2465.63,INR,TXNUTR202608036979644225,Funds Credited,SALEM,TAMIL NADU,No,2026-08-03 12:22:49.603416,,Enterprise System
TR00466009,ACC00007710,,CD00008076,2024-12-25 18:05:34,Transfer,NEFT,Success,402092.74,INR,TXNUTR202608033979419382,NEFT Transfer,KUSHI NAGAR,UTTAR PRADESH,No,2026-08-03 12:22:49.603416,,Enterprise System
TR00466010,ACC00007751,,,2015-12-31 09:09:58,Debit,ATM,Success,1642.27,INR,TXNUTR202608036568258167,Funds Debited,KUSHI NAGAR,UTTAR PRADESH,No,2026-08-03 12:22:49.603416,,Enterprise System
TR00466011,ACC00007711,,,2022-05-31 10:22:39,Deposit,Branch,Success,292568.71,INR,TXNUTR202608035861957511,Cash Deposit,UDALGURI,ASSAM,No,2026-08-03 12:22:49.604424,,Enterprise System
TR00466012,ACC00007718,,CD00008086,2022-05-14 15:04:50,Debit,Online Banking,Success,69733.48,INR,TXNUTR202608038271397358,Funds Debited,UDALGURI,ASSAM,No,2026-08-03 12:22:49.604424,,Enterprise System
TR00466013,ACC00007747,,CD00008120,2010-12-15 17:42:54,Debit,Mobile Banking,Success,70778.31,INR,TXNUTR202608032329319454,Funds Debited,SALEM,TAMIL NADU,No,2026-08-03 12:22:49.604424,,Enterprise System
TR00466014,ACC00007769,,,2025-09-30 19:52:54,Debit,UPI,Success,20936.64,INR,TXNUTR202608034167450358,Funds Debited,SALEM,TAMIL NADU,No,2026-08-03 12:22:49.604424,,Enterprise System
TR00466015,ACC00007748,,CD00008121,2017-08-13 02:26:27,Transfer,Mobile Banking,Success,3932.2,INR,TXNUTR202608036189830405,Mobile Banking Transfer,VIKARABAD,TELANGANA,No,2026-08-03 12:22:49.604424,,Enterprise System
TR00466016,ACC00007766,,CD00008139,2023-11-30 15:46:18,Debit,Online Banking,Success,9054.75,INR,TXNUTR202608036040288470,Funds Debited,VIKARABAD,TELANGANA,No,2026-08-03 12:22:49.604424,,Enterprise System
TR00466017,ACC00007768,,CD00008141,2021-10-24 07:53:20,Deposit,Cheque,Success,881005.76,INR,TXNUTR202608035738232437,Cash Deposit,UDALGURI,ASSAM,No,2026-08-03 12:22:49.605417,,Enterprise System
TR00466018,ACC00007713,,CD00008078,2024-07-06 12:25:40,Debit,UPI,Success,16532.54,INR,TXNUTR202608035197592865,Funds Debited,UDALGURI,ASSAM,No,2026-08-03 12:22:49.605417,,Enterprise System
TR00466019,ACC00007768,MER00001110,CD00008141,2024-08-07 18:31:27,POS Purchase,POS,Success,10595.07,INR,TXNUTR202608032471338867,POS Purchase at Prime Devan Fuel Station,INDORE,MADHYA PRADESH,No,2026-08-03 12:22:49.605417,,Enterprise System
TR00466020,ACC00007752,,CD00008125,2026-03-28 19:36:18,Transfer,NEFT,Success,19596.34,INR,TXNUTR202608032398954739,NEFT Transfer,KUSHI NAGAR,UTTAR PRADESH,No,2026-08-03 12:22:49.605417,,Enterprise System
TR00466021,ACC00007713,,CD00008078,2022-06-02 04:59:45,Debit,ATM,Success,18501.33,INR,TXNUTR202608031116716054,Funds Debited,BELAGAVI,KARNATAKA,No,2026-08-03 12:22:49.606418,,Enterprise System
TR00466022,ACC00007746,,CD00008118,2024-11-27 05:02:39,Debit,UPI,Success,21678.63,INR,TXNUTR202608030707049559,Funds Debited,TIRUNELVELI,TAMIL NADU,No,2026-08-03 12:22:49.606418,,Enterprise System
TR00466023,ACC00007713,MER00001108,CD00008078,2016-05-31 02:27:19,Bill Payment,Mobile Banking,Success,63094.63,INR,TXNUTR202608034968926077,Bill Payment - Sai Johal Fresh,SINDHUDURG,MAHARASHTRA,No,2026-08-03 12:22:49.606418,,Enterprise System
TR00466024,ACC00007705,,CD00008070,2026-04-07 13:42:36,Credit,RTGS,Success,1935646.96,INR,TXNUTR202608039720089672,Funds Credited,VIKARABAD,TELANGANA,No,2026-08-03 12:22:49.606418,,Enterprise System
TR00466025,ACC00007745,,CD00008117,2023-11-27 17:17:02,Debit,UPI,Success,686.01,INR,TXNUTR202608034880896945,Funds Debited,TIRUNELVELI,TAMIL NADU,No,2026-08-03 12:22:49.606418,,Enterprise System
TR00466026,ACC00007718,MER00001107,CD00008086,2017-04-18 09:04:44,Online Payment,Mobile Banking,Success,72708.92,INR,TXNUTR202608034657055259,Online Payment to Sai Kumer Institute,SAWAI MADHOPUR,RAJASTHAN,No,2026-08-03 12:22:49.607420,,Enterprise System
TR00466027,ACC00007739,,CD00008112,2024-08-04 07:05:46,Credit,UPI,Success,1474.88,INR,TXNUTR202608037296102420,Funds Credited,TIRUNELVELI,TAMIL NADU,No,2026-08-03 12:22:49.607420,,Enterprise System
TR00466028,ACC00007714,,,2026-03-15 05:25:52,Credit,IMPS,Success,19117.59,INR,TXNUTR202608036732354397,Funds Credited,SALEM,TAMIL NADU,No,2026-08-03 12:22:49.607420,,Enterprise System
TR00466029,ACC00007719,,CD00008087,2017-02-01 16:43:40,Debit,ATM,Success,1794.46,INR,TXNUTR202608037282572780,Funds Debited,KUSHI NAGAR,UTTAR PRADESH,No,2026-08-03 12:22:49.607420,,Enterprise System
TR00466030,ACC00007721,MER00001104,CD00008089,2026-03-29 14:11:32,Online Payment,Online Banking,Success,61389.88,INR,TXNUTR202608033365015945,Online Payment to Om Kashyap Cinema,SALEM,TAMIL NADU,No,2026-08-03 12:22:49.608417,,Enterprise System
TR00466031,ACC00007766,MER00001105,CD00008139,2023-10-20 06:23:35,POS Purchase,POS,Success,6600.13,INR,TXNUTR202608035684666019,POS Purchase at New Prasad Fresh,TIRUNELVELI,TAMIL NADU,No,2026-08-03 12:22:49.608417,,Enterprise System
TR00466032,ACC00007746,MER00001121,CD00008118,2018-11-22 07:47:08,POS Purchase,POS,Success,4806.52,INR,TXNUTR202608036219186327,POS Purchase at Modern Gill Clinic,CHENNAI,TAMIL NADU,No,2026-08-03 12:22:49.608417,,Enterprise System
TR00466033,ACC00007720,,CD00008088,2026-06-25 09:45:19,Debit,UPI,Success,21599.79,INR,TXNUTR202608036353168349,Funds Debited,UDALGURI,ASSAM,No,2026-08-03 12:22:49.608417,,Enterprise System
TR00466034,ACC00007706,,CD00008072,2025-07-14 18:31:39,Deposit,Cheque,Success,53517.71,INR,TXNUTR202608033255818680,Cash Deposit,KUSHI NAGAR,UTTAR PRADESH,No,2026-08-03 12:22:49.609422,,Enterprise System
TR00466035,ACC00007762,MER00001122,CD00008135,2024-07-14 14:10:54,Online Payment,UPI,Success,22212.51,INR,TXNUTR202608033883818776,Online Payment to Royal Taneja Tours,MYSURU,KARNATAKA,No,2026-08-03 12:22:49.609422,,Enterprise System
TR00466036,ACC00007734,,CD00008105,2016-01-08 06:28:34,Deposit,Branch,Success,74584.35,INR,TXNUTR202608034967020250,Cash Deposit,VIKARABAD,TELANGANA,No,2026-08-03 12:22:49.609422,,Enterprise System
TR00466037,ACC00007720,MER00001137,CD00008088,2026-07-20 08:32:33,Online Payment,Mobile Banking,Success,82485.08,INR,TXNUTR202608031139584221,Online Payment to New Andra Outlet,RAJKOT,GUJARAT,Yes,2026-08-03 12:22:49.610025,,Enterprise System
TR00466038,ACC00007736,,CD00008107,2016-01-07 05:49:09,Transfer,NEFT,Success,9411.23,INR,TXNUTR202608038287127990,NEFT Transfer,TIRUNELVELI,TAMIL NADU,No,2026-08-03 12:22:49.610025,,Enterprise System
TR00466039,ACC00007746,MER00001135,CD00008119,2019-05-31 08:54:47,POS Purchase,POS,Success,64066.65,INR,TXNUTR202608037003054624,POS Purchase at National Oza Online,MOKOKCHUNG,NAGALAND,No,2026-08-03 12:22:49.610025,,Enterprise System
TR00466040,ACC00007764,,,2025-02-18 01:57:50,Withdrawal,Branch,Success,57948.55,INR,TXNUTR202608030182207400,Cash Withdrawal,SALEM,TAMIL NADU,No,2026-08-03 12:22:49.610025,,Enterprise System
TR00466041,ACC00007714,,,2026-05-03 20:24:21,Credit,Branch,Success,23812.41,INR,TXNUTR202608034423943679,Funds Credited,SALEM,TAMIL NADU,No,2026-08-03 12:22:49.610025,,Enterprise System
TR00466042,ACC00007717,,CD00008083,2026-02-08 08:10:44,Transfer,Online Banking,Success,56978.73,INR,TXNUTR202608031814946955,Online Banking Transfer,SALEM,TAMIL NADU,No,2026-08-03 12:22:49.610025,,Enterprise System
TR00466043,ACC00007741,,CD00008114,2023-01-23 12:28:24,Withdrawal,Branch,Success,56451.24,INR,TXNUTR202608033230781816,Cash Withdrawal,TIRUNELVELI,TAMIL NADU,No,2026-08-03 12:22:49.610025,,Enterprise System
TR00466044,ACC00007719,,CD00008087,2009-12-31 19:52:47,Debit,UPI,Success,10462.7,INR,TXNUTR202608032238753811,Funds Debited,KUSHI NAGAR,UTTAR PRADESH,No,2026-08-03 12:22:49.610025,,Enterprise System
TR00466045,ACC00007769,MER00001149,,2013-03-12 16:20:55,POS Purchase,POS,Success,73519.51,INR,TXNUTR202608031002310996,POS Purchase at Sai Subramanian Gas Services,UNNAO,UTTAR PRADESH,No,2026-08-03 12:22:49.611119,,Enterprise System
TR00466046,ACC00007737,,CD00008109,2014-06-23 04:45:40,Credit,RTGS,Success,478464.54,INR,TXNUTR202608033594487101,Funds Credited,KUSHI NAGAR,UTTAR PRADESH,No,2026-08-03 12:22:49.611119,,Enterprise System
TR00466047,ACC00007762,MER00001130,CD00008135,2015-08-16 09:09:51,POS Purchase,POS,Success,46593.51,INR,TXNUTR202608036536583140,POS Purchase at New Prabhu Online,BHADRAK,ODISHA,No,2026-08-03 12:22:49.611119,,Enterprise System
TR00466048,ACC00007765,,CD00008138,2026-03-12 03:00:32,Debit,ATM,Success,19315.26,INR,TXNUTR202608033030457638,Funds Debited,UDALGURI,ASSAM,No,2026-08-03 12:22:49.611119,,Enterprise System
TR00466049,ACC00007704,MER00001125,CD00008069,2025-12-28 07:55:03,Online Payment,UPI,Success,1721.68,INR,TXNUTR202608034295202608,Online Payment to Sai Pillay Store,ERNAKULAM,KERALA,No,2026-08-03 12:22:49.611119,,Enterprise System
TR00466050,ACC00007742,MER00001116,CD00008115,2021-01-02 02:21:54,POS Purchase,POS,Success,34541.13,INR,TXNUTR202608033667050282,POS Purchase at Sri Goyal Fuel Station,JEHANABAD,BIHAR,Yes,2026-08-03 12:22:49.612123,,Enterprise System
TR00466051,ACC00007729,MER00001131,,2021-07-11 02:35:39,Bill Payment,UPI,Success,2836.11,INR,TXNUTR202608035879517193,Bill Payment - Shree Varkey Restaurant,PERAMBALUR,TAMIL NADU,No,2026-08-03 12:22:49.612123,,Enterprise System
TR00466052,ACC00007752,MER00001140,CD00008125,2026-06-28 00:54:18,Online Payment,Mobile Banking,Success,39295.86,INR,TXNUTR202608037535217247,Online Payment to Sai Andra Electricity,CUDDALORE,TAMIL NADU,No,2026-08-03 12:22:49.612123,,Enterprise System
TR00466053,ACC00007765,,CD00008138,2025-07-03 07:24:16,Credit,UPI,Success,16675.36,INR,TXNUTR202608033851057804,Funds Credited,CHIKKAMAGALURU,KARNATAKA,No,2026-08-03 12:22:49.613031,,Enterprise System
TR00466054,ACC00007735,MER00001131,CD00008106,2020-10-29 04:30:50,Online Payment,Mobile Banking,Success,84511.93,INR,TXNUTR202608032585064828,Online Payment to Shree Varkey Restaurant,PERAMBALUR,TAMIL NADU,No,2026-08-03 12:22:49.613031,,Enterprise System
TR00466055,ACC00007702,,CD00008067,2010-09-29 14:33:22,Withdrawal,Branch,Success,10986.76,INR,TXNUTR202608036923545547,Cash Withdrawal,MUMBAI SUBURBAN,MAHARASHTRA,No,2026-08-03 12:22:49.614028,,Enterprise System
TR00466056,ACC00007705,MER00001146,CD00008070,2018-03-31 10:39:31,Online Payment,Online Banking,Success,27515.81,INR,TXNUTR202608037228933177,Online Payment to Shree Mani Enterprise,AURANGABAD,MAHARASHTRA,No,2026-08-03 12:22:49.614028,,Enterprise System
TR00466057,ACC00007743,,CD00008116,2011-09-09 18:35:54,Credit,UPI,Success,20178.6,INR,TXNUTR202608035904933219,Funds Credited,KUSHI NAGAR,UTTAR PRADESH,No,2026-08-03 12:22:49.614028,,Enterprise System
TR00466058,ACC00007737,,CD00008109,2018-01-05 04:15:16,Withdrawal,Branch,Success,8438.37,INR,TXNUTR202608036953425034,Cash Withdrawal,KUSHI NAGAR,UTTAR PRADESH,No,2026-08-03 12:22:49.615028,,Enterprise System
TR00466059,ACC00007751,MER00001141,,2007-09-11 23:25:59,Online Payment,Online Banking,Success,60648.46,INR,TXNUTR202608030274040358,Online Payment to Shree Balan Mart,MADHUBANI,BIHAR,No,2026-08-03 12:22:49.615028,,Enterprise System
TR00466060,ACC00007769,,,2024-05-21 07:20:28,Debit,POS,Success,21159.34,INR,TXNUTR202608030829852145,Funds Debited,SALEM,TAMIL NADU,No,2026-08-03 12:22:49.615028,,Enterprise System
TR00466061,ACC00007722,,,2019-08-17 01:12:47,Credit,NEFT,Success,431405.71,INR,TXNUTR202608035625207702,Funds Credited,TIRUNELVELI,TAMIL NADU,No,2026-08-03 12:22:49.615028,,Enterprise System
TR00466062,ACC00007711,,,2015-05-21 16:47:42,Debit,Mobile Banking,Success,46788.43,INR,TXNUTR202608036057386284,Funds Debited,UDALGURI,ASSAM,No,2026-08-03 12:22:49.615028,,Enterprise System
TR00466063,ACC00007738,,CD00008110,2022-09-25 05:10:24,Withdrawal,Branch,Success,35820.8,INR,TXNUTR202608030666396500,Cash Withdrawal,SALEM,TAMIL NADU,No,2026-08-03 12:22:49.615028,,Enterprise System
TR00466064,ACC00007709,,CD00008075,2017-02-25 18:26:24,Debit,UPI,Success,4518.12,INR,TXNUTR202608032679615826,Funds Debited,PANCH MAHALS,GUJARAT,No,2026-08-03 12:22:49.616099,,Enterprise System
TR00466065,ACC00007748,,CD00008121,2024-03-02 09:23:59,Withdrawal,ATM,Success,14626.59,INR,TXNUTR202608038770395730,Cash Withdrawal,VIKARABAD,TELANGANA,No,2026-08-03 12:22:49.616099,,Enterprise System
